date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:57	65591/65591	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:21:57%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-58/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-58/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:51:57	2676/2676	---M-Z	200	added ('OK')	text/xml	date:Sun,%2001%20Sep%202024%2010:21:58%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Fmanga%2Facademys-genius-swordmaster%2F&format=xml	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embedf6b0	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:51:57	65798/65798	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:21:58%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-57/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-57/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:51:59	173889/173889	---M--	200	added ('OK')	image/jpeg	etag:%222a741-66bd9be0-6a08b4f;;;%22	https://asurascanslation.com/wp-content/uploads/covers/i-returned-as-an-fff-class-witch-doctor.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/i-returned-as-an-fff-class-witch-doctor.jpg	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:51:59	65914/65914	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:21:59%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-56/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-56/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:01	243349/243349	---M--	200	added ('OK')	image/jpeg	etag:%223b695-66bd9687-6a08b3b;;;%22	https://asurascanslation.com/wp-content/uploads/covers/regressors-life-after-retirement.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/regressors-life-after-retirement.jpg	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:52:01	65328/65328	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:00%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-55/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-55/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:02	97090/97090	---M--	200	added ('OK')	image/jpeg	etag:%2217b42-66bd1934-6a08b20;;;%22	https://asurascanslation.com/wp-content/uploads/covers/i-regressed-as-the-duke.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/i-regressed-as-the-duke.jpg	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:52:02	65645/65645	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:02%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-54/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-54/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:04	65721/65721	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:03%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-53/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-53/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:05	379307/379307	---M--	200	added ('OK')	image/jpeg	etag:%225c9ab-66bd1f10-6a08b30;;;%22	https://asurascanslation.com/wp-content/uploads/covers/bones.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/bones.jpg	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:52:05	65665/65665	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:06%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-52/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-52/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:05	40382/40382	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Sep%202024%2010:22:06%20GMT	https://asurascanslation.com/wp-content/uploads/covers/The%20Lord%e2%80%99s%20Coins%20Aren%e2%80%99t%20Decreasing?!.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/The%20Lord%e2%80%99s%20Coins%20Aren%e2%80%99t%20Decreasing3960	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:52:06	65827/65827	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:07%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-51/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-51/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:08	66112/66112	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:07%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-50/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-50/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:09	65386/65386	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:08%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-94/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-94/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:10	673420/673420	---M--	200	added ('OK')	image/jpeg	etag:%22a468c-66be7cef-6a08bd7;;;%22	https://asurascanslation.com/wp-content/uploads/covers/light-of-arad-forerunner.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/light-of-arad-forerunner.jpg	(from https://asurascanslation.com/manga/academys-genius-swordmaster/)
15:52:10	65571/65571	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:10%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-49/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-49/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:10	65987/65987	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:11%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-84/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-84/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:10	65631/65631	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:11%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-48/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-48/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:11	5149/5149	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:12%20GMT	https://asurascanslation.com/wp-json/wp/v2/posts/38514	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/wp/v2/posts/38514.json	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:11	65460/65460	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:12%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-47/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-47/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:11	65467/65467	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:12%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-46/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-46/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:12	65876/65876	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:13%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-45/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-45/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:12	2364/2364	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:13%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Facademys-genius-swordmaster-chapter-64%2F	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed43c1.json	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:12	65741/65741	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:13%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-44/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-44/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:12	65546/65546	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:13%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-43/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-43/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:13	65557/65557	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:13%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-42/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-42/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:13	2528/2528	---M-Z	200	added ('OK')	text/xml	date:Sun,%2001%20Sep%202024%2010:22:14%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Facademys-genius-swordmaster-chapter-64%2F&format=xml	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embedfd57	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:13	65677/65677	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:14%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-41/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-41/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:13	65693/65693	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:14%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-40/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-40/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:14	65929/65929	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:14%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-39/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-39/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:14	700642/700642	---M--	200	added ('OK')	image/jpeg	etag:%22ab0e2-66be4ee5-6a08b99;;;%22	https://asurascanslation.com/wp-content/uploads/covers/ill-retire-after-saving-the-world.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/ill-retire-after-saving-the-world.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:14	126924/126924	---M--	200	added ('OK')	image/jpeg	etag:%221efcc-66701c3c-6a046ca;;;%22	https://asurascanslation.com/wp-content/uploads/covers/omniscient-readers-viewpoint.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/omniscient-readers-viewpoint.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:14	65843/65843	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:15%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-38/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-38/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:14	154185/154185	---M--	200	added ('OK')	image/jpeg	etag:%2225a49-66be51b5-6a08bb8;;;%22	https://asurascanslation.com/wp-content/uploads/covers/heavenly-grand-archives-young-master.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/heavenly-grand-archives-young-master.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:14	170069/170069	---M--	200	added ('OK')	image/jpeg	etag:%2229855-66bda353-6a08b5f;;;%22	https://asurascanslation.com/wp-content/uploads/covers/i-regressed-to-my-ruined-family.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/i-regressed-to-my-ruined-family.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:14	65604/65604	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:15%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-37/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-37/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:15	137023/137023	---M--	200	added ('OK')	image/jpeg	etag:%222173f-66bd1831-6a08b1b;;;%22	https://asurascanslation.com/wp-content/uploads/covers/transmigrating-to-the-otherworld-once-more.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/transmigrating-to-the-otherworld-once-more.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-64/)
15:52:15	4039/4039	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:16%20GMT	https://asurascanslation.com/wp-json/wp/v2/posts/32133	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/wp/v2/posts/32133.json	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-63/)
15:52:15	65746/65746	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:16%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-36/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-36/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:16	65952/65952	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:16%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-35/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-35/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:16	65862/65862	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:17%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-34/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-34/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:16	2364/2364	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:17%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Facademys-genius-swordmaster-chapter-63%2F	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed10fb.json	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-63/)
15:52:16	65889/65889	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:17%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-33/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-33/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:17	65873/65873	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:17%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-31/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-31/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:17	2528/2528	---M-Z	200	added ('OK')	text/xml	date:Sun,%2001%20Sep%202024%2010:22:18%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Facademys-genius-swordmaster-chapter-63%2F&format=xml	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed7bb8	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-63/)
15:52:17	66002/66002	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:18%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-30/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-30/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:17	120841/120841	---M--	200	added ('OK')	image/jpeg	etag:%221d809-66bd9660-6a08b37;;;%22	https://asurascanslation.com/wp-content/uploads/covers/legendary-rankers-comeback.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/legendary-rankers-comeback.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-63/)
15:52:17	65922/65922	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:18%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-29/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-29/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:19	65775/65775	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:19%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-28/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-28/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:20	65437/65437	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:19%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-27/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-27/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:20	581876/581876	---M--	200	added ('OK')	image/jpeg	etag:%228e0f4-66be87e0-6a046e3;;;%22	https://asurascanslation.com/wp-content/uploads/covers/to-not-die.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/to-not-die.jpg	(from https://asurascanslation.com/academys-genius-swordmaster-chapter-63/)
15:52:20	65492/65492	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:20%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-26/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-26/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:21	2454/2454	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:22%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Fmanga%2Fthe-beginning-after-the-end%2F	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed7a7b.json	(from https://asurascanslation.com/manga/the-beginning-after-the-end/)
15:52:21	65836/65836	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:22%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-25/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-25/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:22	65910/65910	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:22%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-24/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-24/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:22	2652/2652	---M-Z	200	added ('OK')	text/xml	date:Sun,%2001%20Sep%202024%2010:22:23%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Fmanga%2Fthe-beginning-after-the-end%2F&format=xml	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed2f00	(from https://asurascanslation.com/manga/the-beginning-after-the-end/)
15:52:22	65865/65865	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:23%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-23/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-23/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:22	129016/129016	---M--	200	added ('OK')	image/jpeg	etag:%221f7f8-66bd1ede-6a08b2b;;;%22	https://asurascanslation.com/wp-content/uploads/covers/legend-of-asura-the-venom-dragon.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/legend-of-asura-the-venom-dragon.jpg	(from https://asurascanslation.com/manga/the-beginning-after-the-end/)
15:52:22	36398/36398	---M--	200	added ('OK')	image/jpeg	etag:%228e2e-666fed80-6a046b1;;;%22	https://asurascanslation.com/wp-content/uploads/covers/warrior-grandpa-and-supreme-granddaughter.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/warrior-grandpa-and-supreme-granddaughter.jpg	(from https://asurascanslation.com/manga/the-beginning-after-the-end/)
15:52:23	65667/65667	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:23%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-21/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-21/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:23	94864/94864	---M--	200	added ('OK')	image/jpeg	etag:%2217290-66bcfc87-6a047d1;;;%22	https://asurascanslation.com/wp-content/uploads/covers/mookhyang-the-origin.jpg	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-content/uploads/covers/mookhyang-the-origin.jpg	(from https://asurascanslation.com/manga/the-beginning-after-the-end/)
15:52:25	65472/65472	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:24%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-20/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-20/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:25	65655/65655	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:25%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-19/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-19/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:26	1967/1967	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:27%20GMT	https://asurascanslation.com/wp-json/wp/v2/posts/38751	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/wp/v2/posts/38751.json	(from https://asurascanslation.com/the-beginning-after-the-end-chapter-188-01/)
15:52:26	65160/65160	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:27%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-18/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-18/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:27	2363/2363	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:28%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Fthe-beginning-after-the-end-chapter-188-01%2F	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed63cd.json	(from https://asurascanslation.com/the-beginning-after-the-end-chapter-188-01/)
15:52:27	65655/65655	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:28%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-17/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-17/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:28	2524/2524	---M-Z	200	added ('OK')	text/xml	date:Sun,%2001%20Sep%202024%2010:22:29%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Fthe-beginning-after-the-end-chapter-188-01%2F&format=xml	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed38a6	(from https://asurascanslation.com/the-beginning-after-the-end-chapter-188-01/)
15:52:29	65323/65323	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:28%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-16/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-16/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:30	65573/65573	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:29%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-15/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-15/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:30	65987/65987	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:30%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-14/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-14/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:31	19616/19616	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:32%20GMT	https://asurascanslation.com/wp-json/wp/v2/posts/38750	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/wp/v2/posts/38750.json	(from https://asurascanslation.com/the-beginning-after-the-end-chapter-188/)
15:52:31	65492/65492	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Sep%202024%2010:22:32%20GMT	https://asurascanslation.com/the-greatest-estate-developer-chapter-13/	C:/ILLUMINATI/final/herebaby/asurascanslation.com/the-greatest-estate-developer-chapter-13/index.html	(from https://asurascanslation.com/manga/the-greatest-estate-developer/)
15:52:32	2348/2348	---M-Z	200	added ('OK')	application/json	date:Sun,%2001%20Sep%202024%2010:22:33%20GMT	https://asurascanslation.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasurascanslation.com%2Fthe-beginning-after-the-end-chapter-188%2F	C:/ILLUMINATI/final/herebaby/asurascanslation.com/wp-json/oembed/1.0/embed602c.json	(from https://asurascanslation.com/the-beginning-after-the-end-chapter-188/)
